group,screen,story_id,status,priority,user_story,evidence,gap
More/Time Management,My Timesheet Entry,TME-03,done,Medium,"As an Employee, I want to mark whether time is productive and provide a non-productive reason (e.g. Internal, PTO/Holiday/Bench, Rework), so that productivity is reported correctly",timesheet-entry-overlay.tsx productive toggle + required nonProductiveReason validation,
More/Time Management,My Timesheet Entry,TME-04,done,High,"As an Employee, I want to enter hours per day of the week (Su-Sa) with a running total, so that I can log time across the whole period","timesheet-tab.tsx Su-Sa hour columns per entry, row totals and timesheetTotal running total",
More/Time Management,My Timesheet Entry,TME-05,done,Low,"As an Employee, I want to add comments to a timesheet entry, so that I can provide context about the work performed",timesheet-entry-overlay.tsx comment field; Comment column in timesheet-tab.tsx,
More/Time Management,My Timesheet Entry,TME-06,done,Medium,"As an Employee, I want to copy or import entries from an existing timesheet, so that I can avoid re-entering repetitive time records",timesheet-tab.tsx 'Copy from existing' dropdown → store.copyFromExisting,Import from file not present (copy path covers goal)
More/Time Management,My Timesheet Entry,TME-07,done,High,"As an Employee, I want to submit my timesheet for approval, so that my manager can review and approve my recorded hours","timesheet-tab.tsx 'Submit for approval' → store.submitTimesheet, status locks",
More/Time Management,My Timesheet Entry,TME-08,partial,Low,"As an Employee, I want to search entries and navigate to the previous period, so that I can review or continue logging time efficiently",timesheet-tab.tsx period dropdown allows navigating prior periods,No entry Search box or explicit Previous-period button
More/Time Management,Timesheet Utilization Summary,TUS-01,partial,High,"As a Manager, I want to select a reporting period with From and To dates, so that I can view team timesheet utilization for a specific date range",reports/data/report-catalog.ts 'Utilization Summary Report' runnable via run-report-sheet,No dedicated team screen with Period From/To calendar
More/Time Management,Timesheet Utilization Summary,TUS-02,partial,Medium,"As a Manager, I want to choose a View option, so that I can control how the utilization summary is presented",reports catalog Utilization Summary Report entry,No View dropdown controlling presentation
More/Time Management,Timesheet Utilization Summary,TUS-03,partial,High,"As a Manager, I want to filter the summary by project, so that I can review utilization for a specific project",reports catalog Utilization/Resource Utilization Report entries,No Select Project filter UI for utilization summary
More/Time Management,Timesheet Utilization Summary,TUS-04,partial,High,"As a Manager, I want to filter the summary by employee, so that I can review utilization for individual team members",reports catalog Resource Utilization Report (per resource),No Select Employee multi-filter UI
More/Time Management,Timesheet Utilization Summary,TUS-05,partial,High,"As a Manager, I want to run a search with the chosen filters, so that I can generate the utilization summary on demand",reports run-report-sheet.tsx generic run flow for catalog reports,No filtered Search generating on-screen utilization list
More/Time Management,Timesheet Utilization Summary,TUS-06,done,Medium,"As a Manager, I want to reset the filters, so that I can quickly clear my selections and start a new query",components/utilization-tab.tsx — week/dept/min-utilization filters with Reset,
More/Time Management,Timesheet Utilization Summary,TUS-07,done,High,"As a Manager, I want to see productive vs non-productive and utilization vs non-utilization breakdowns per employee across each weekday, so that I can assess how team time is being",utilization-tab.tsx — per-employee Su–Sa productive/non-productive + util % table,
More/Travel Management,Employee Advance Expenses,EAE-01,done,High,"As a Manager, I want to view a list of employee advance requests with added date, title, employee, department, additional expenses and requested advance amount, so that I can revie",travel-team-tab.tsx — Employee Advance Expenses sub-tab: date/title/employee/dept/addl-exp/advance table,
More/Travel Management,Employee Advance Expenses,EAE-02,done,Medium,"As a Manager, I want to filter advance requests by active or inactive employees, so that I can focus on the relevant employee set",travel-team-filter.tsx TeamFilterBar active/inactive employee select on advances list,
More/Travel Management,Employee Advance Expenses,EAE-03,done,Medium,"As a Manager, I want to filter advance requests by a From and To period, so that I can review requests within a specific date range",travel-team-filter.tsx TeamFilterBar Period From/To inputs on advances list,
More/Travel Management,Employee Advance Expenses,EAE-04,done,Medium,"As a Manager, I want to filter advance requests by department, so that I can review requests for a specific department",travel-team-filter.tsx TeamFilterBar department select on advances list,
More/Travel Management,Employee Advance Expenses,EAE-05,done,High,"As a Manager, I want to filter advance requests by status such as Pending with me, Pending Approval, Rejected, Cancelled or Approved, so that I can track requests by their approval",data/travel-team.ts TEAM_ADVANCE_STATUSES incl. Pending with me + Approve/Reject flow in travel-team-tab.tsx,
More/Travel Management,Employee Advance Expenses,EAE-06,done,Medium,"As a Manager, I want to search and reset the advance request filters, so that I can apply criteria and quickly clear them",travel-team-filter.tsx draft filter with Search + Reset buttons on advances list,
More/Travel Management,Employee Expenses,EE-01,done,High,"As a Manager, I want to view a list of employee actual expenses with added date, title, employee, department, expenses and amount, so that I can review my team's submitted expenses",travel-team-tab.tsx — Employee Expenses sub-tab: added date/title/employee/dept/expenses/amount table,
More/Travel Management,Employee Expenses,EE-02,done,Medium,"As a Manager, I want to filter expenses by active or inactive employees, so that I can focus on the relevant employee set",TeamFilterBar active/inactive employee select on Employee Expenses,
More/Travel Management,Employee Expenses,EE-03,done,Medium,"As a Manager, I want to filter expenses by a From and To period, so that I can review expenses within a specific date range",TeamFilterBar Period From/To inputs on Employee Expenses,
More/Travel Management,Employee Expenses,EE-04,done,Medium,"As a Manager, I want to filter expenses by department, so that I can review expenses for a specific department",TeamFilterBar department select on Employee Expenses,
More/Travel Management,Employee Expenses,EE-05,done,High,"As a Manager, I want to filter expenses by status including Approved, Settled and Closed, Settlement Pending and Pending Acknowledgement states, so that I can track expenses throug",TEAM_EXPENSE_STATUSES (Approved/Settled and Closed/Settlement Pending/Pending Acknowledgement) status filter,
More/Travel Management,Employee Expenses,EE-06,done,Low,"As a Manager, I want to filter expenses by amount, so that I can locate expenses of a particular value",TeamFilterBar showAmount input filters Employee Expenses by amount,
More/Travel Management,Employee Expenses,EE-07,done,Medium,"As a Manager, I want to search and reset the expense filters, so that I can apply criteria and quickly clear them",TeamFilterBar Search + Reset buttons on Employee Expenses,
More/Travel Management,Employee Travel Requests,ETR-01,done,High,"As a Manager, I want to view a list of employee travel requests with title, employee, department, trip details and requested advance, so that I can review my team's travel requests",travel-team-tab.tsx — Employee Travel Requests sub-tab: title/employee/dept/trip details/advance table,
More/Travel Management,Employee Travel Requests,ETR-02,done,Medium,"As a Manager, I want to filter travel requests by active or inactive employees, so that I can focus on the relevant employee set",TeamFilterBar active/inactive employee select on Employee Travel Requests,
More/Travel Management,Employee Travel Requests,ETR-03,done,Medium,"As a Manager, I want to filter travel requests by a From and To period, so that I can review requests within a specific date range",TeamFilterBar Period From/To inputs on Employee Travel Requests,
More/Travel Management,Employee Travel Requests,ETR-04,done,Medium,"As a Manager, I want to filter travel requests by department, so that I can review requests for a specific department",TeamFilterBar department select on Employee Travel Requests,
More/Travel Management,Employee Travel Requests,ETR-05,done,High,"As a Manager, I want to filter travel requests by status such as Pending Approval, Approved, Initiated, Completed, Travel Coordinator Confirmed and settlement states, so that I can",TEAM_TRAVEL_STATUSES filter (Pending Approval/Approved/Initiated/Completed/Coordinator Confirmed/settlement),
More/Travel Management,Employee Travel Requests,ETR-06,done,High,"As a Manager, I want to assign a travel request, so that the request is routed to the appropriate handler for processing",AssignTravelDialog (RHF+zod) routes request to handler via assignTravelRequest in use-travel-team.ts,
More/Travel Management,Employee Travel Requests,ETR-07,done,Medium,"As a Manager, I want to search and reset the travel request filters, so that I can apply criteria and quickly clear them",TeamFilterBar Search + Reset buttons on Employee Travel Requests,
More/Travel Management,My Advance Expenses,MAE-01,done,High,"As an Employee, I want to view my advance expense requests in a list with added date, title, expenses, requested advance and status, so that I can track my advance requests at a gl","travel-tab.tsx advanceColumns: Added on, Title, Requested advance, Expenses, Status, Task",
More/Travel Management,My Advance Expenses,MAE-02,done,High,"As an Employee, I want to filter my advance expenses by a From and To period, so that I can review advances raised within a specific date range",FilterBar Period from/to + applyFilter on advances (travel-tab.tsx),
More/Travel Management,My Advance Expenses,MAE-03,done,Medium,"As an Employee, I want to filter my advance expenses by status such as Pending Approval, Rejected, Cancelled or Approved, so that I can focus on requests in a particular state",FilterBar with ADVANCE_STATUSES (Pending Approval/Approved/Rejected/Cancelled) in data/travel.ts,
More/Travel Management,My Advance Expenses,MAE-04,done,Low,"As an Employee, I want to reset the filters, so that I can clear my selections and view all advance expenses again",shared.tsx FilterBar Reset button,
More/Travel Management,My Advance Expenses,MAE-05,partial,Low,"As an Employee, I want to refresh the advance expenses list, so that I can see the latest status of my requests",list reactively re-rendered from useTravel store,no explicit Refresh control
More/Travel Management,My Expenses,MEX-01,done,High,"As an Employee, I want to view my actual expenses in a list with added on date, title, expenses, amount and status, so that I can track my submitted expenses","travel-tab.tsx expenseColumns: Title, Added on, Amount, Details, Settlement status, Task",
More/Travel Management,My Expenses,MEX-02,done,High,"As an Employee, I want to filter my expenses by a From and To period, so that I can review expenses within a specific date range",FilterBar Period from/to + applyFilter on expenses (travel-tab.tsx),
More/Travel Management,My Expenses,MEX-03,done,Medium,"As an Employee, I want to filter my expenses by status including settlement and acknowledgement states, so that I can track expenses through the full settlement lifecycle",FilterBar with EXPENSE_STATUSES incl. Settled and Closed / Settlement Pending from Employee,
More/Travel Management,My Expenses,MEX-04,done,Medium,"As an Employee, I want to filter my expenses by amount, so that I can locate expenses of a particular value",travel-tab.tsx My Expenses FilterBar now has Amount (₹) input; cleared on Reset,
More/Travel Management,My Expenses,MEX-05,done,Low,"As an Employee, I want to reset my filters, so that I can clear selections and view all expenses again",shared.tsx FilterBar Reset button,
More/Travel Management,My Expenses,MEX-06,partial,Low,"As an Employee, I want to refresh the expenses list, so that I can see the latest settlement status of my expenses",list reactively re-rendered from useTravel store,no explicit Refresh control
More/Travel Management,My Travel Requests,MTR-01,done,High,"As an Employee, I want to apply a new travel request, so that I can seek approval for an upcoming business trip",travel-tab.tsx 'Apply Travel Request' + TravelRequestOverlay (travel-overlays.tsx),
More/Travel Management,My Travel Requests,MTR-02,done,High,"As an Employee, I want to view my travel requests in a list with title, trip details, requested advance and status, so that I can track the progress of my trips","travel-tab.tsx travelColumns: Title, Destination, From/To, Requested advance, Status, Task",
More/Travel Management,My Travel Requests,MTR-03,done,Medium,"As an Employee, I want to filter my travel requests by a From and To period, so that I can review requests within a specific date range",shared.tsx FilterBar Period from/to + applyFilter in travel-tab.tsx,
More/Travel Management,My Travel Requests,MTR-04,done,Medium,"As an Employee, I want to filter my travel requests by status such as Initiated, Approved, Completed or Travel Coordinator Confirmed, so that I can focus on requests in a particula",FilterBar status select with TRAVEL_STATUSES (Initiated/Approved/Coordinator Confirmed/Completed),
More/Travel Management,My Travel Requests,MTR-05,done,Low,"As an Employee, I want to reset the filters, so that I can clear selections and view all travel requests again",shared.tsx FilterBar Reset button clears to EMPTY_FILTER,
More/Travel Management,My Travel Requests,MTR-06,partial,Low,"As an Employee, I want to refresh the travel requests list, so that I can see the latest approval and settlement status",travel-tab.tsx list is reactively re-rendered from store,no explicit Refresh control on the tab
More/Travel Management,Trip Details,TD-01,done,High,"As a Travel Coordinator, I want to view approved trip details with title, name, departure and destination cities, departure date, mode and vendor, so that I can manage confirmed tr",travel-team-tab.tsx — Trip Details sub-tab: title/name/departure/destination/date/mode/vendor table,
More/Travel Management,Trip Details,TD-02,done,Medium,"As a Travel Coordinator, I want to filter trips by active or inactive employees, so that I can focus on the relevant employee set",TeamFilterBar active/inactive employee select on Trip Details,
More/Travel Management,Trip Details,TD-03,done,Medium,"As a Travel Coordinator, I want to filter trips by a From and To period, so that I can review trips within a specific date range",TeamFilterBar Period From/To inputs on Trip Details,
More/Travel Management,Trip Details,TD-04,done,Medium,"As a Travel Coordinator, I want to filter trips by department, so that I can review trips for a specific department",TeamFilterBar department select on Trip Details,
More/Travel Management,Trip Details,TD-05,done,High,"As a Travel Coordinator, I want to filter trips by status such as Pending for Vendor Confirmation, Travel Coordinator Process Initiated, Confirmed and Completed, so that I can trac",TRIP_STATUSES filter + Confirm with vendor action (confirmTrip) in travel-team-tab.tsx,
More/Travel Management,Trip Details,TD-06,partial,High,"As a Travel Coordinator, I want to confirm a trip as travel coordinator, so that the trip moves to the confirmed state for the vendor and traveller",'Travel Coordinator Confirmed' status exists in data/travel.ts + status-badge.tsx only,no coordinator confirm action/screen; status is display-only in employee list
More/Travel Management,Trip Details,TD-07,done,Medium,"As a Travel Coordinator, I want to search and reset the trip filters, so that I can apply criteria and quickly clear them",TeamFilterBar Search + Reset buttons on Trip Details,
Organization,Announcements,ANN-01,done,Medium,"As an HR admin, I want to select an event for an announcement, so that I can target the announcement to the right context",announcements/components/compose-overlay.tsx eventBasis select (EVENT_BASES),
Organization,Announcements,ANN-02,done,High,"As an HR admin, I want to submit a new announcement, so that it is published to employees",compose-overlay.tsx submit flow with zod validation,
Organization,Announcements,ANN-03,done,Low,"As an HR admin, I want to cancel the announcement form, so that I can discard my changes without publishing",compose-overlay.tsx overlay cancel/close discards form,
Organization,Announcements,ANN-04,done,Low,"As an employee, I want to see a clear message when no announcements exist, so that I know there is nothing new to read",feed-tab.tsx 'No announcements available' empty state (ANN-40),
Organization,Employee Current Status,ECS-01,done,High,"As an HR admin, I want to filter employee current status by location, so that I can review employees at a specific site",reports/current-status.tsx location filter (LOCATIONS),
Organization,Employee Current Status,ECS-02,done,High,"As an HR admin, I want to filter by department, so that I can review the current status of a team",reports/current-status.tsx department filter,
Organization,Employee Current Status,ECS-03,done,Medium,"As an HR admin, I want to search by project name or employee name, so that I can quickly locate a specific person",current-status.tsx project/employee name search (RPT-44),
Organization,Employee Current Status,ECS-04,done,Medium,"As an HR admin, I want to view a list of department, position level, employee name and current status, so that I can assess workforce availability",reports/components/current-status-columns.tsx grid columns,
Organization,Employee Current Status,ECS-05,done,Low,"As an HR admin, I want to reset my filters, so that I can start a new search from scratch",current-status.tsx reset() restores default filters,
Organization,Employee Feedback / Grievance,EFG-01,done,High,"As an HR admin, I want to view a list of employee feedback and grievances with Raised by, Type, Title, Submitted date, Status, and Task columns, so that I can review all submission",feedback/components/worklist-tab.tsx scoped grid with entries-table-columns,
Organization,Employee Feedback / Grievance,EFG-02,partial,High,"As an HR admin, I want to search feedback and grievance records, so that I can quickly find specific submissions",worklist-tab.tsx status/type quick filters,No free-text keyword search on worklist
Organization,Employee Feedback / Grievance,EFG-03,partial,Medium,"As an HR admin, I want to reset the search filters, so that I can clear my criteria and start a new query",worklist-tab.tsx resetSelectionKey; filters revert to 'all',No single Reset button clearing all criteria
Organization,Employee Feedback / Grievance,EFG-04,done,High,"As an HR admin, I want to filter feedback by Status such as All, Submitted, Feedback received, Closed, and Reopened, so that I can focus on submissions at a particular stage",worklist-tab.tsx statusFilter Select over ENTRY_STATUSES,
Organization,Employee Feedback / Grievance,EFG-05,done,Medium,"As an HR admin, I want to filter by Active employees or Inactive employees and by Raised by, so that I can narrow results to the relevant submitters",directory/components/feedback-worklist-tab.tsx — Active/Inactive + Raised-by filters on 'Feedback & Grievance' tab,
Organization,Employee Feedback / Grievance,EFG-06,done,High,"As an employee, I want to submit feedback or grievance anonymously, so that I can raise concerns without revealing my identity",new-entry-overlay.tsx anonymous flag + governed anonymousEnabled (FBG-20/21),
Organization,Employee Feedback / Grievance,EFG-07,done,Medium,"As an HR admin, I want to see feedback that requires action by me and refresh the list, so that I can stay current on pending items",worklist-tab.tsx action-required/SLA-breaching counts + reactive list,
Organization,Hierarchy Chart,HC-01,done,High,"As a Manager, I want to view the hierarchy by manager, so that I can see the reporting structure under a chosen manager",directory/components/org-chart-tab.tsx manager-based react-d3-tree hierarchy,
Organization,Hierarchy Chart,HC-02,partial,High,"As an HR admin, I want to view the hierarchy by employee, so that I can trace an individual's reporting line",org-chart-tab renders full tree; org-node-detail per person,No employee-picker to trace an individual's reporting line
Organization,Hierarchy Chart,HC-03,partial,Medium,"As a Manager, I want to choose a view such as direct reports, so that I can scope how much of the hierarchy is shown",org-chart-tab collapsible tree nodes,No explicit 'direct reports' scope selector
Organization,Hierarchy Chart,HC-04,done,Medium,"As an HR admin, I want to select a view type such as Chart Model, so that the hierarchy renders in my preferred format",org-chart-tab.tsx ChartView = 'tree' | 'department' view type toggle,
Organization,Hierarchy Chart,HC-05,done,High,"As a Manager, I want to generate the hierarchy chart, so that I can visualize the selected structure","org-chart-tab renders chart live for selected scope, PNG/PDF export",
Organization,Hierarchy Chart,HC-06,partial,Low,"As a Manager, I want to reset my selections, so that I can generate a different chart",org-chart-tab department filter is changeable to 'all',No explicit Reset control for chart selections
Organization,My Feedback / Grievance,MFG-01,done,High,"As an employee, I want to add a new feedback or grievance, so that I can raise concerns to HR",feedback/components/my-entries-tab.tsx 'New Entry' + new-entry-overlay.tsx,
Organization,My Feedback / Grievance,MFG-02,partial,High,"As an employee, I want to filter my feedback by status such as Submitted, Feedback received, Closed or Reopened, so that I can track its progress",my-entries-tab status summary chips; status filter only on worklist-tab,No status filter on the employee's own entries tab
Organization,My Feedback / Grievance,MFG-03,done,Medium,"As an employee, I want to view my feedback list with Type, Title, Sent to, Status and Task columns, so that I can review all my submissions at a glance",feedback/components/entries-table-columns.tsx type/title/status columns,
Organization,My Feedback / Grievance,MFG-04,partial,Low,"As an employee, I want to refresh the feedback list, so that I can see the latest status updates",my-entries-tab reactive store keeps list current,No explicit Refresh action on My Entries tab
Organization,My Feedback / Grievance,MFG-05,partial,Low,"As an employee, I want to reset my search filters, so that I can view all my feedback again",my-entries-tab resetSelectionKey; no search filters to reset,No search/reset controls on My Entries tab
Organization,Org Chart,OC-01,done,High,"As an employee, I want to view the organizational chart, so that I can understand the company structure and leadership",directory/components/org-chart-tab.tsx interactive org chart (DIR-03/04),
Organization,Org Chart,OC-02,done,Medium,"As an employee, I want to see each person's name, department and role in the org chart, so that I know who leads each function",org-chart-tab node cards + org-node-detail.tsx name/department/role,
Organization,Policies,POL-01,done,High,"As an employee, I want to view active policies, so that I can read the rules currently in force",policies/components/catalog-controls.tsx 'Active policies' filter,
Organization,Policies,POL-02,done,Medium,"As an HR admin, I want to view inactive policies, so that I can review superseded or retired documents",catalog-controls.tsx 'Inactive policies' filter (POL-21/22),
Organization,Policies,POL-03,done,Medium,"As an employee, I want to see each policy's name and effective dates, so that I know which version applies and when",policies/components/policies-table-columns.tsx name + effective dates,
Organization,Policies,POL-04,done,Low,"As an employee, I want to refresh the policies list, so that I see the most current set of documents",catalog-controls.tsx refreshedAt + refresh control,
Organization,Position List,POS-01,done,High,"As an HR admin, I want to add a new position, so that I can define roles within a department",positions/components/catalogue-tab.tsx add via position-overlay.tsx,
Organization,Position List,POS-02,done,Medium,"As an HR admin, I want to view positions with ID, status, department, position, level and task columns, so that I can review the full catalogue of roles",positions/components/positions-table-columns.tsx grid columns + row tasks,
Organization,Position List,POS-03,done,Medium,"As an HR admin, I want to page through the position list, so that I can browse all 444 positions",catalogue-tab.tsx PAGE_SIZE=10 pagination with pageCount,
Organization,Position List,POS-04,done,Low,"As an HR admin, I want to refresh the position list, so that I see the latest positions",catalogue-tab.tsx aria-label='Refresh' with toast,
Organization,Reports,RPT-01,done,High,"As an HR admin, I want to browse reports grouped by category such as Employee Management and Recruitment, so that I can find the report I need quickly",reports/data/report-catalog.ts REPORT_CATEGORIES + catalog-tab.tsx grouping,
Organization,Reports,RPT-02,done,High,"As an HR admin, I want to open Employee Management reports like Skills, Attrition and Exit reports, so that I can analyze workforce data",report-catalog.ts Employee Management reports; run-report-sheet.tsx,
Organization,Reports,RPT-03,done,Medium,"As a Recruiter, I want to access recruitment reports such as Open Vacancies and Interview Schedule, so that I can track hiring performance",report-catalog.ts Recruitment category reports in catalog-tab,
Organization,Reports,RPT-04,done,Medium,"As a Manager, I want to access attendance and leave reports such as Attendance Report and Leave Summary, so that I can monitor team compliance",report-catalog.ts Attendance Management + leave categories,
Organization,Reports,RPT-05,done,Medium,"As a Manager, I want to access performance and resource reports such as Employee Performance and Resource Utilization, so that I can evaluate productivity",report-catalog.ts Performance Management + resource categories,
Organization,Review Announcements,RAN-01,done,High,"As an HR admin, I want to review the list of posted announcements, so that I can verify what has been communicated",announcements/components/manage-tab.tsx posted announcements grid,
Organization,Review Announcements,RAN-02,done,High,"As an HR admin, I want to edit an existing announcement, so that I can correct or update its content",manage-tab.tsx handleEdit opens compose/edit overlay,
Organization,Review Announcements,RAN-03,done,Medium,"As an HR admin, I want to delete an announcement, so that I can remove outdated communications",manage-tab.tsx delete with confirm dialog (ANN-38),
Organization,Review Announcements,RAN-04,done,Low,"As an HR admin, I want to hide an announcement, so that I can suppress it without deleting it",manage-tab.tsx Hide/Unhide action (ANN-39),
Organization,Surveys,SUR-01,partial,High,"As an employee, I want to filter surveys by period using From and To dates, so that I can find surveys within a timeframe",workflows/data/kensium-artifacts.ts 'Survey List' artifact only,No surveys UI; no period From/To filter
Organization,Surveys,SUR-02,partial,High,"As an employee, I want to filter surveys by status such as Pending response or Responded, so that I can focus on surveys I still need to complete",kensium-artifacts.ts Survey Module/Approvers artifacts only,No surveys UI; no status filter
Organization,Surveys,SUR-03,partial,Medium,"As an employee, I want to view surveys with title, start date, end date and status, so that I know when each survey is open",kensium-artifacts.ts survey-list artifact only,No survey list table with title/dates/status
Organization,Surveys,SUR-04,partial,Low,"As an employee, I want to reset my survey filters, so that I can view all surveys again",kensium-artifacts.ts survey artifacts only,No surveys UI; no reset control
Organization,Vacancies,VAC-01,done,High,"As an employee, I want to view open vacancies, so that I can find internal opportunities to apply for",recruitment/components/vacancies-tab.tsx open vacancies table + status filter,
Organization,Vacancies,VAC-02,done,Medium,"As a Recruiter, I want to view closed vacancies, so that I can review positions that are no longer accepting applications",vacancies-tab.tsx status filter includes closed/withdrawn vacancies,
Organization,Vacancies,VAC-03,done,High,"As an employee, I want to search vacancies by keyword, so that I can find roles matching my interests",directory/components/vacancies-tab.tsx — keyword search over title/dept/location/skills on 'Vacancies' tab,
Organization,Vacancies,VAC-04,partial,Medium,"As an employee, I want to filter vacancies by location, so that I can find roles at a preferred site",vacancies-tab.tsx shows Work location column,"No location filter, only display"
Organization,Vacancies,VAC-05,done,Medium,"As an employee, I want to filter vacancies by experience range using From and To years, so that I can find roles matching my seniority",directory/components/vacancies-tab.tsx — Experience From/To (yrs) range filter + per-row experience band,
Organization,Vacancies,VAC-06,partial,Low,"As an employee, I want to reset my vacancy filters, so that I can start a new search",vacancies-tab.tsx filter can be set back to 'all',No explicit Reset control clearing all vacancy filters
Recruitment,Accept Offer,HAO-01,done,High,"As a Recruiter, I want to view candidates in the Accept Offer stage in a list with RRF ID, name, email, contact, work location, employee class, position, applied date and interview",offers-tab.tsx accepted-stage view + Accept action (respondToOffer),
Recruitment,Accept Offer,HAO-02,done,High,"As a Recruiter, I want to search candidates by name, so that I can quickly locate a specific accepted-offer candidate",offers-tab.tsx candidate-name search input,
Recruitment,Accept Offer,HAO-03,partial,Medium,"As a Recruiter, I want to refresh the list, so that I see the latest accept-offer data",Live state list,No explicit Refresh control
Recruitment,Accept Offer,HAO-04,done,Medium,"As a Recruiter, I want to switch between hiring stage filters such as In-Review, Interview, On Hold, Offered, Accepted and Joined, so that I can navigate the pipeline from one scre",offers-tab.tsx stage views + hiring-pipeline-tab.tsx stage buttons with counts,
Recruitment,Accept Offer,HAO-05,partial,Low,"As a Recruiter, I want to page through results, so that I can review all accepted-offer candidates when the list is empty or long",Stage counts shown,No pagination / empty-state item count
Recruitment,Appointment Letter,HAL-01,done,High,"As an HR admin, I want to view candidates at the Appointment Letter stage with full details including interview status of Joined, so that I can process appointment letters for join",offers-tab.tsx 'appointment' view (accepted+joined) + issueAppointmentLetter,
Recruitment,Appointment Letter,HAL-02,done,High,"As an HR admin, I want to search candidates by name, so that I can quickly find a specific hire needing an appointment letter",offers-tab.tsx name search,
Recruitment,Appointment Letter,HAL-03,partial,Medium,"As an HR admin, I want to refresh the appointment letter list, so that I see the most recent joined candidates",Live state list,No explicit Refresh control
Recruitment,Appointment Letter,HAL-04,done,Medium,"As an HR admin, I want to navigate hiring stage filters such as Joined, Offered and Accepted, so that I can move between pipeline stages",offers-tab.tsx stage filter buttons (release/joining/appointment/...),
Recruitment,Appointment Letter,HAL-05,partial,Low,"As an HR admin, I want to see the item count and pagination for the joined candidates, so that I can confirm how many appointment letters are pending",Per-stage counts,No item-range display or pagination
Recruitment,Bulk Resume Upload,BRU-01,done,High,"As a Recruiter, I want to upload multiple resume files at once, so that I can quickly attach candidate documents to a requisition",components/bulk-upload-dialog.tsx — queue with per-file name/size/progress,
Recruitment,Bulk Resume Upload,BRU-02,partial,High,"As a Recruiter, I want to upload an entire folder of resumes, so that I can bulk import candidates without selecting files individually",bulk-upload-dialog.tsx multi-file input labelled 'multiple / folder',No true folder picker (webkitdirectory); only multi-file select
Recruitment,Bulk Resume Upload,BRU-03,done,High,"As a Recruiter, I want to submit the queued resume uploads, so that they are processed and linked to the selected requisition",bulk-upload-dialog.tsx onProcess submit → per-file success/failure results,
Recruitment,Bulk Resume Upload,BRU-04,done,Medium,"As a Recruiter, I want to view the list of requisitions with their request id, department, work location, position, vacancies, closing date and status, so that I upload resumes aga",bulk-upload-dialog.tsx target-requisition picker + requisition-columns.tsx list,
Recruitment,Bulk Resume Upload,BRU-05,done,Medium,"As a Recruiter, I want to monitor upload progress and cancel or close the upload dialog, so that I can control the bulk upload process",bulk-upload-dialog.tsx queue table (name/size/progress/status) with Close,
Recruitment,Bulk Resume Upload,BRU-06,partial,Low,"As a Recruiter, I want to refresh and page through the requisition list, so that I always work with current data across many requisitions",Live React state keeps list current,No explicit Refresh button or pagination on requisition list
Recruitment,Cancel Offer,HCO-01,done,High,"As a Recruiter, I want to view candidates whose offers can be cancelled in a list with all candidate details, so that I can identify offers to cancel",offers-tab.tsx 'cancel' view (released/accepted) + cancelOffer action,
Recruitment,Cancel Offer,HCO-02,done,High,"As a Recruiter, I want to search candidates by name, so that I can locate a specific offer to cancel",offers-tab.tsx name search,
Recruitment,Cancel Offer,HCO-03,partial,Medium,"As a Recruiter, I want to refresh the list, so that I see current cancel-offer records",Live state list,No explicit Refresh control
Recruitment,Cancel Offer,HCO-04,done,Medium,"As a Recruiter, I want to switch between hiring stage filters, so that I can navigate the pipeline while managing offer cancellations",offers-tab.tsx stage filter buttons,
Recruitment,Cancelled,HCN-01,done,High,"As a Recruiter, I want to view candidates whose candidature was cancelled in a list with full details and Cancelled interview status, so that I can track cancelled candidates",hiring-pipeline-tab.tsx 'cancelled' stage view (TA-47),
Recruitment,Cancelled,HCN-02,done,High,"As a Recruiter, I want to search cancelled candidates by name, so that I can find a specific cancelled record",hiring-pipeline-tab.tsx candidate-name search,
Recruitment,Cancelled,HCN-03,partial,Medium,"As a Recruiter, I want to refresh the cancelled list, so that I see the latest cancelled candidates",Live state list,No explicit Refresh control
Recruitment,Cancelled,HCN-04,done,Medium,"As a Recruiter, I want to navigate to other hiring stage filters, so that I can move between pipeline stages from the Cancelled view",hiring-pipeline-tab.tsx stage buttons with counts,
Recruitment,In Review,HIR-01,done,High,"As a Recruiter, I want to view shortlisted candidates in the In Review stage with all details and Shortlisted interview status, so that I can manage candidates under review",hiring-pipeline-tab.tsx in-review/shortlisted stage view,
Recruitment,In Review,HIR-02,done,High,"As a Recruiter, I want to search in-review candidates by name, so that I can quickly locate a shortlisted candidate",hiring-pipeline-tab.tsx name search,
Recruitment,In Review,HIR-03,done,High,"As a Recruiter, I want to schedule mass interviews for shortlisted candidates, so that I can efficiently arrange interviews for multiple candidates at once",hiring-pipeline-tab.tsx multi-select → 'Schedule mass interviews' + schedule-interview-dialog.tsx,
Recruitment,In Review,HIR-04,partial,Medium,"As a Recruiter, I want to refresh the in-review list, so that I see the latest shortlisted candidates",Live state list,No explicit Refresh control
Recruitment,In Review,HIR-05,done,Medium,"As a Recruiter, I want to switch between hiring stage filters such as Interview, On Hold and Offered, so that I can navigate the pipeline",hiring-pipeline-tab.tsx stage buttons incl. Interview/On Hold/Offered,
Recruitment,Interview Feedback,HIF-01,done,High,"As an Interviewer, I want to view candidates with scheduled interviews and their round status, so that I can identify candidates awaiting interview feedback",hiring-pipeline-tab.tsx rounds + Feedback action → scorecard-dialog.tsx,
